rainfall,soil_moisture,tilt_x,tilt_y,vibration,temperature,pressure,landslide
51.93,72.41,1.992,1.994,0.602,20.15,1000.44,0
54.92,92.53,1.304,0.736,0.635,20.61,992.19,1
25.07,45.51,0.179,1.369,0.6,16.55,1004.81,0
44.24,26.19,1.417,1.475,0.722,25.77,1013.23,1
44.38,35.66,1.55,1.432,0.135,22.32,1018.59,0
6.28,50.95,2.564,1.795,0.894,21.79,992.3,1
92.11,36.16,2.197,0.088,0.042,24.15,1013.92,0
49.98,31.02,0.238,2.969,0.641,31.99,998.01,0
98.66,76.24,0.627,2.149,0.615,17.1,1014.68,0
102.04,10.71,0.936,1.276,0.208,25.47,1000.26,0
25.44,58.53,0.349,0.574,0.041,18.93,993.43,0
78.88,81.44,1.371,0.241,0.139,19.25,1008.36,1
56.67,33.96,2.953,2.017,0.272,20.13,1016.82,0
105.62,64.3,1.544,0.951,0.882,24.19,995.45,1
25.89,70.2,2.226,0.688,0.856,24.89,990.65,0
81.34,68.95,2.049,1.14,0.064,32.43,1016.52,0
72.93,50.13,2.55,1.779,0.289,32.84,1010.93,1
35.44,41.19,0.647,2.015,0.889,26.73,1014.26,1
16.39,85.23,2.261,1.936,0.237,20.63,991.8,1
78.2,78.26,2.644,2.59,0.996,31.37,1016.71,1
88.63,38.91,0.515,0.656,0.257,30.86,1002.57,0
37.88,19.27,1.04,1.91,0.739,30.96,1016.93,0
77.38,16.46,2.91,0.303,0.417,15.33,991.95,0
47.42,18.48,2.342,1.644,0.136,30.08,1016.54,0
85.58,62.46,0.848,1.752,0.255,32.05,1010.2,1
23.91,14.65,1.692,0.649,0.675,27.1,1006.63,0
106.83,40.32,1.213,1.175,0.337,30.02,991.85,0
34.49,77.79,1.47,2.482,0.604,30.52,1010.65,1
44.13,36.49,1.065,0.445,0.206,25.13,1007.93,0
6.97,78.7,0.838,1.304,0.449,31.27,1011.79,0
13.38,77.09,2.024,2.798,0.512,30.85,1011.5,1
61.9,32.12,2.336,1.512,0.413,33.32,1003.31,0
32.11,75.59,2.622,2.175,0.198,33.43,996.14,1
100.26,77.3,0.466,2.481,0.462,25.59,1017.57,1
1.76,45.77,2.469,0.611,0.693,15.63,1017.77,1
45.49,28.94,0.764,0.655,0.965,15.38,996.36,0
40.48,56.91,1.282,2.276,0.79,33.78,1008.92,0
2.32,92.93,2.704,2.26,0.161,21.75,996.09,1
14.92,67.57,1.364,0.181,0.273,22.55,1015.84,0
49.64,25.56,0.591,0.967,0.079,24.4,992.95,0
59.14,71.45,0.48,1.196,0.136,20.32,1019.71,0
48.51,48.45,1.419,2.487,0.251,26.81,1008.33,0
63.71,63.24,2.288,1.266,0.2,30.69,990.69,0
71.42,76.07,2.992,2.778,0.214,20.15,1016.46,1
1.19,56.35,2.362,2.99,0.231,29.86,1010.53,0
55.69,83.26,2.631,2.342,0.301,28.44,1010.92,1
115.62,74.99,2.243,1.999,0.126,25.51,998.25,1
62.28,65.36,2.686,1.176,0.278,21.51,1000.1,1
81.31,23.57,0.229,0.201,0.688,32.46,1017.43,0
37.42,85.24,2.79,1.719,0.236,23.06,1009.05,0
92.88,94.23,1.189,1.085,0.172,22.49,990.51,1
92.75,22.33,2.765,1.053,0.068,27.83,999.82,0
62.56,53.94,0.227,2.063,0.5,33.41,1007.96,0
117.12,33.3,2.146,1.391,0.842,25.16,994.44,1
15.07,77.91,2.207,2.256,0.059,29.45,992.95,0
2.03,74.95,2.991,1.195,0.542,24.14,991.78,0
92.42,22.68,2.307,0.453,0.651,19.38,1008.92,1
96.86,88.93,1.148,1.384,0.592,17.48,999.62,1
14.42,26.29,1.672,2.853,0.878,17.73,1001.21,1
31.87,81.75,1.1,2.405,0.866,15.43,991.8,1
2.11,51.13,0.588,0.617,0.057,26.06,1012.14,0
35.2,39.54,0.746,1.174,0.361,17.62,1013.0,0
92.78,24.24,0.666,2.783,0.671,32.31,1014.88,1
62.16,25.09,1.646,0.371,0.952,34.66,1009.55,0
41.77,69.57,2.718,0.762,0.805,24.92,1013.2,1
44.61,59.54,2.738,0.787,0.177,23.99,1007.32,0
0.16,20.99,0.164,1.713,0.279,21.96,1004.75,0
35.98,20.14,0.24,1.232,0.764,27.76,997.79,0
77.58,16.51,0.735,0.24,0.471,27.16,991.6,1
116.9,76.94,0.765,1.888,0.547,21.87,998.75,1
101.65,74.07,0.285,0.297,0.609,21.86,1010.51,0
2.83,15.26,1.165,1.819,0.103,27.9,1017.81,0
107.83,60.42,1.763,1.521,0.856,26.09,997.69,1
93.98,17.62,1.734,1.481,0.863,29.37,1010.1,1
93.65,91.34,1.63,0.202,0.468,33.83,1004.35,1
54.96,91.64,1.016,1.918,0.627,30.59,1008.83,1
47.76,72.84,2.119,1.294,0.66,21.09,990.05,1
36.35,93.36,2.479,1.233,0.19,30.18,993.68,0
7.88,83.03,1.039,1.789,0.113,24.0,996.51,0
27.39,84.57,0.257,1.819,0.021,30.55,1016.8,0
29.59,61.27,0.889,0.045,0.913,32.73,991.22,1
58.09,37.55,0.412,0.376,0.346,20.0,1007.09,1
89.69,29.6,1.402,0.71,0.086,19.77,1017.86,1
56.86,39.45,0.468,2.034,0.466,23.65,1009.56,1
6.94,66.56,1.389,1.73,0.076,16.03,1004.53,0
114.93,25.54,0.663,2.273,0.085,28.71,1001.58,0
113.13,33.28,2.216,2.222,0.489,29.99,1008.73,1
94.22,52.13,0.083,2.56,0.509,21.91,1004.41,1
118.96,30.97,1.664,1.13,0.58,24.31,1011.16,1
65.34,62.98,0.508,1.035,0.656,26.81,1008.53,1
115.53,93.09,0.003,2.493,0.668,16.47,1007.02,1
9.07,77.33,2.608,0.713,0.433,29.23,1018.7,0
43.88,69.98,2.015,1.384,0.644,25.53,1015.07,0
27.05,62.44,0.297,0.583,0.305,27.49,1008.27,0
23.5,53.92,1.992,2.742,0.441,29.48,1006.16,0
16.9,26.79,1.835,1.223,0.393,28.51,1011.72,0
74.69,90.52,1.42,0.637,0.329,16.91,1014.12,1
93.76,32.37,1.258,2.076,0.239,30.65,998.86,1
69.4,18.22,2.661,0.734,0.078,27.2,1010.01,0
17.64,77.5,0.735,2.831,0.506,29.3,994.05,0
97.33,25.81,1.195,1.103,0.537,20.23,1002.91,1
76.31,43.47,0.987,1.994,0.336,19.43,1018.15,1
46.58,12.55,2.314,1.036,0.976,31.52,999.79,1
80.9,22.34,2.749,2.422,0.557,22.81,994.63,1
31.19,25.59,2.549,2.691,0.889,26.51,994.38,1
41.42,14.9,2.393,2.364,0.57,26.03,1001.81,0
110.1,69.1,2.96,2.545,0.19,26.7,996.76,1
34.86,85.33,2.091,0.306,0.975,16.39,1002.81,0
56.4,43.6,2.253,2.772,0.885,21.05,1011.57,1
106.82,88.71,2.948,1.873,0.471,16.33,1016.64,1
84.93,29.2,0.021,2.608,0.243,24.6,993.3,1
7.46,39.29,1.902,2.053,0.223,33.04,1013.05,0
17.68,23.57,2.217,0.606,0.806,22.78,993.1,1
0.94,65.85,2.753,1.829,0.069,30.65,1001.38,0
75.71,47.79,2.652,0.273,0.638,20.74,1019.9,0
53.72,65.2,2.526,2.087,0.64,32.13,992.06,1
16.11,78.55,2.837,1.227,0.182,23.39,990.69,1
114.95,59.11,1.612,0.455,0.705,22.1,1000.01,1
63.56,66.49,0.021,2.938,0.705,28.95,1018.53,1
29.03,94.17,0.033,2.703,0.35,25.26,990.6,1
60.07,36.92,1.634,2.681,0.483,21.75,996.68,0
81.55,42.32,1.306,2.366,0.833,16.16,1008.09,1
9.15,74.59,1.354,2.076,0.523,18.33,997.01,1
32.96,65.02,1.201,1.965,0.618,30.45,991.61,1
96.84,26.07,2.753,0.318,0.413,33.41,991.57,1
55.16,43.85,1.078,2.702,0.15,18.38,1006.77,1
65.59,52.11,2.569,2.643,0.998,26.39,1006.86,1
51.94,47.75,2.709,2.244,0.532,15.68,1011.19,0
5.27,26.04,1.499,2.782,0.336,20.82,993.95,0
19.89,93.2,1.341,1.659,0.714,23.98,1005.0,1
53.46,78.61,2.283,1.343,0.621,29.72,1008.03,0
25.1,53.32,2.124,2.904,0.233,15.88,996.67,1
6.0,71.21,0.986,1.392,0.877,30.62,1006.42,0
101.24,90.76,0.308,1.924,0.071,19.05,1011.25,1
117.74,22.26,0.795,1.119,0.606,30.19,1019.73,1
95.18,32.53,0.393,1.909,0.478,27.51,1007.89,1
102.45,58.84,0.884,2.16,0.318,21.79,1015.84,1
29.04,81.91,0.785,1.874,0.826,29.48,1015.01,1
115.28,13.26,1.913,1.544,0.656,19.73,1018.21,0
23.63,98.56,2.863,0.9,0.759,19.39,1011.69,1
114.17,50.94,2.057,1.932,0.415,16.23,996.39,1
119.38,42.33,2.78,2.725,0.942,22.86,998.94,1
85.41,36.35,2.352,0.021,0.345,16.95,1013.54,1
117.74,25.69,2.184,0.402,0.531,23.39,1005.62,1
68.34,81.24,1.242,0.359,0.934,15.2,997.54,0
31.15,95.99,0.974,2.77,0.083,18.1,1009.7,0
52.44,47.23,2.539,1.988,0.109,33.65,1017.2,0
71.23,95.72,2.716,2.855,0.994,30.91,1000.73,1
8.77,84.14,1.356,1.748,0.971,19.72,1007.89,0
74.68,53.29,0.027,1.385,0.772,29.37,1007.45,0
117.74,70.66,2.378,2.377,0.484,28.37,993.81,1
22.81,49.15,0.855,0.483,0.506,18.54,992.71,1
95.11,60.29,0.03,1.144,0.257,22.42,1016.68,0
108.95,15.22,2.415,1.399,0.433,33.27,1018.01,0
113.24,72.66,1.552,0.895,0.431,29.77,1017.13,1
115.22,14.75,2.056,1.114,0.036,30.21,1001.9,0
62.58,83.54,2.744,0.234,0.453,26.28,998.63,1
117.28,84.25,1.624,0.594,0.48,28.31,1018.27,1
90.88,31.34,1.51,1.006,0.666,25.17,1016.48,1
19.4,39.13,0.872,2.388,0.516,29.82,1014.59,0
57.23,53.32,0.916,0.547,0.862,29.65,1000.03,0
86.2,63.7,2.39,1.04,0.368,15.62,1009.16,1
29.68,35.86,1.347,0.195,0.41,27.64,1012.51,0
76.87,63.32,0.491,1.671,0.571,27.6,1007.28,1
79.99,36.8,0.284,1.834,0.203,16.35,1008.06,0
19.52,14.99,1.419,2.597,0.393,23.21,1012.7,0
67.81,10.23,1.395,2.457,0.686,32.98,1013.0,1
92.6,19.1,1.96,0.856,0.412,34.07,997.2,1
59.87,81.3,1.413,0.411,0.907,30.64,1001.72,1
1.45,96.53,0.43,0.468,0.615,18.03,1013.44,0
1.08,48.43,1.523,2.907,0.154,22.49,997.84,0
42.84,56.14,2.72,2.02,0.487,18.65,1017.47,0
111.14,23.22,0.478,0.128,0.765,28.04,1015.17,1
27.44,59.59,2.069,0.41,0.643,30.46,1016.86,0
76.12,23.02,1.782,1.457,0.885,32.68,998.92,1
26.65,65.01,2.246,0.623,0.75,32.21,993.15,1
38.6,93.99,0.452,2.411,0.062,16.98,993.02,0
101.77,27.61,2.825,1.72,0.113,17.51,1006.68,1
87.46,78.81,1.863,1.838,0.65,33.19,999.17,1
11.45,12.12,2.541,1.388,0.238,31.88,997.91,0
51.44,43.79,0.74,0.768,0.588,24.21,996.67,0
3.5,19.97,2.218,1.768,0.792,23.6,1006.86,0
57.71,41.72,2.343,2.151,0.577,26.06,1006.44,1
79.49,25.62,1.192,1.113,0.415,26.93,1002.67,1
14.22,43.6,1.152,1.515,0.646,20.08,994.15,1
34.67,47.58,1.973,2.519,0.144,23.07,1017.86,0
47.74,37.05,0.28,0.446,0.723,27.39,1002.84,0
110.34,69.1,2.207,1.636,0.697,19.13,993.71,1
119.19,92.7,0.129,1.045,0.514,34.98,991.11,1
5.39,46.05,0.572,2.108,0.279,20.66,994.58,1
91.32,27.31,1.992,0.056,0.798,26.05,998.91,1
44.61,34.37,0.295,2.011,0.511,26.08,1008.9,1
47.09,86.86,2.916,0.309,0.059,24.03,1019.13,1
90.51,61.45,2.605,0.194,0.919,19.83,998.16,0
110.21,50.95,1.879,2.174,0.768,26.31,1013.69,1
114.11,23.47,2.457,1.921,0.585,16.82,1017.34,1
69.25,50.48,2.663,2.685,0.437,22.74,1001.75,0
42.85,35.06,0.778,1.559,0.96,19.49,997.6,1
94.51,94.88,2.548,1.59,0.775,17.48,1004.73,1
30.12,89.57,0.584,2.121,0.535,33.51,1016.9,1
67.69,17.55,1.24,0.97,0.653,29.0,990.33,1
43.03,56.5,1.675,0.111,0.281,18.38,1004.6,0
78.8,30.26,2.142,0.69,0.196,33.99,1012.73,0
28.85,46.97,0.09,0.714,0.273,19.32,1008.03,0
22.99,88.92,0.872,1.007,0.293,19.71,1004.92,1
110.19,57.48,1.826,2.83,0.74,17.67,1006.61,1
12.22,40.08,1.072,2.415,0.14,29.56,1008.58,0
60.71,28.71,2.325,2.808,0.778,26.42,1010.46,0
26.5,82.03,1.955,2.996,0.523,16.17,1000.69,0
4.67,66.21,0.703,1.301,0.385,15.51,1005.52,0
4.32,52.13,0.438,0.681,0.3,25.65,998.21,0
21.03,29.57,1.887,1.68,0.513,28.03,1019.52,0
104.01,40.08,1.351,2.643,0.318,31.46,995.62,1
33.9,96.39,0.507,1.397,0.429,24.57,994.52,1
114.06,56.81,0.979,1.516,0.739,28.53,998.06,1
69.79,46.06,0.909,0.403,0.626,29.67,1017.6,1
52.39,56.93,0.324,1.261,0.748,27.26,1009.77,1
69.61,80.11,1.641,1.161,0.713,22.04,1003.68,1
62.0,40.61,2.291,1.055,0.815,17.64,1017.76,0
91.05,26.08,1.726,2.662,0.202,27.95,1017.0,1
33.9,62.64,2.479,0.178,0.995,30.37,1002.05,0
42.37,69.87,0.383,2.916,0.476,18.8,1006.91,1
107.29,74.14,1.307,0.025,0.718,24.9,1017.16,0
113.57,89.38,1.828,2.837,0.678,22.94,999.58,1
107.11,43.41,2.028,1.644,0.566,19.11,1002.23,1
50.33,16.78,2.087,2.107,0.996,19.91,1013.79,0
93.64,96.25,2.187,0.561,0.217,19.75,1010.96,1
57.16,49.15,1.954,1.963,0.422,23.38,991.46,1
59.7,66.09,0.283,2.646,0.128,22.81,993.52,0
24.56,69.97,2.086,0.418,0.182,26.08,1015.39,0
70.94,59.19,2.174,0.381,0.713,16.86,990.89,1
22.34,28.47,2.98,0.912,0.005,26.63,1017.6,1
39.79,77.96,2.08,0.485,0.89,15.44,998.15,1
102.6,82.34,2.06,0.332,0.633,20.15,1007.95,1
24.85,59.77,1.544,2.035,0.441,25.04,1006.94,1
8.54,53.97,2.604,0.641,0.331,28.74,1001.89,0
8.28,20.25,2.991,2.001,0.126,30.43,990.94,0
112.89,17.56,2.337,2.586,0.922,15.71,995.77,1
60.83,40.56,1.838,1.956,0.712,25.75,1008.45,1
49.13,37.98,0.237,0.358,0.336,22.09,1003.39,0
97.31,95.83,2.18,1.721,0.071,28.9,1002.42,1
100.3,80.53,2.126,1.181,0.326,20.68,992.93,1
39.86,69.39,2.327,1.03,0.185,29.87,1000.41,0
83.23,56.59,0.374,0.956,0.786,27.04,1005.79,1
92.53,25.06,1.961,2.788,0.72,30.79,992.33,1
78.56,98.06,0.887,2.228,0.498,34.69,992.0,1
18.19,43.75,2.281,0.402,0.886,33.17,1004.75,0
105.11,19.62,0.721,1.428,0.181,26.87,1006.84,1
64.69,54.44,2.052,0.955,0.452,32.88,997.73,0
33.9,88.66,0.885,2.934,0.711,18.06,999.77,0
51.03,89.86,0.027,2.934,0.068,15.86,1013.91,1
4.51,10.99,1.9,0.959,0.373,25.66,1016.08,0
15.34,89.77,0.34,1.056,0.572,34.49,999.76,0
91.87,34.43,1.978,1.798,0.367,29.19,1000.67,1
0.0,13.51,2.777,1.438,0.48,21.1,1014.91,0
49.99,86.3,2.908,0.639,0.608,28.38,1019.22,1
62.7,87.75,0.708,1.981,0.368,15.8,999.62,0
6.56,63.66,2.428,1.002,0.106,24.41,1013.66,1
116.77,61.7,1.061,1.961,0.139,19.75,1004.39,1
27.14,83.18,2.701,1.151,0.527,15.98,997.91,0
36.5,80.77,2.362,2.101,0.175,20.0,1010.45,1
36.47,90.11,0.222,2.003,0.89,29.45,1003.88,0
27.65,59.75,1.221,1.526,0.834,26.02,998.04,0
0.18,97.09,1.012,2.114,0.349,15.47,993.22,0
87.52,99.65,2.356,1.383,0.831,23.19,1016.01,1
116.02,20.49,1.231,0.348,0.533,30.04,1016.36,0
26.92,86.46,2.054,0.546,0.159,34.09,992.25,0
79.57,54.98,1.807,0.738,0.614,32.49,1009.9,1
89.03,44.88,2.927,0.19,0.679,15.03,994.88,1
101.81,65.18,2.813,2.134,0.084,19.37,1009.39,1
50.72,15.04,1.283,1.102,0.314,19.15,1017.23,0
36.35,55.58,2.171,0.281,0.005,23.26,997.81,1
39.04,88.38,2.488,2.46,0.316,27.92,1000.44,1
85.51,29.21,2.697,2.051,0.335,18.06,1013.85,0
98.01,48.38,0.204,1.357,0.63,33.31,1012.06,1
21.79,94.55,0.906,0.742,0.199,30.54,1002.26,0
44.51,48.57,0.961,0.455,0.03,23.39,1015.46,0
108.23,42.25,1.303,1.375,0.316,26.68,1017.62,0
96.8,49.65,0.508,2.656,0.826,25.84,1003.58,1
118.18,56.75,1.489,0.565,0.399,26.64,991.18,0
90.51,66.88,1.99,1.706,0.415,32.2,1005.28,1
47.18,82.06,1.492,2.885,0.469,19.0,1012.19,0
70.88,50.69,1.997,1.911,0.752,28.67,996.6,1
79.32,83.57,0.199,1.32,0.48,17.14,992.98,1
9.41,58.03,2.628,2.149,0.091,24.18,998.56,0
65.34,40.46,2.817,2.474,0.206,27.72,990.35,1
85.12,69.22,1.854,1.772,0.188,15.25,1011.46,1
20.08,74.6,2.644,2.615,0.508,17.16,994.38,0
93.68,60.22,0.394,1.544,0.03,16.83,1011.71,0
70.05,15.1,2.392,2.49,0.284,22.49,997.04,1
114.27,25.29,0.357,2.856,0.607,27.44,1019.76,1
5.09,35.68,1.224,1.504,0.355,34.92,1005.95,0
31.84,35.44,0.971,1.815,0.708,20.08,991.24,0
72.19,70.61,1.757,1.828,0.391,17.72,1013.18,0
35.59,11.65,0.905,2.344,0.979,23.3,1002.3,0
85.73,78.01,1.912,2.469,0.965,17.92,1008.22,1
91.08,33.88,1.102,0.082,0.8,15.49,1018.54,1
12.3,37.9,2.582,2.2,0.954,26.28,1005.52,1
61.66,57.51,1.902,2.351,0.205,32.59,1014.13,0
61.07,29.43,0.646,2.101,0.751,32.22,999.08,1
44.31,89.6,1.008,2.141,0.322,17.02,1011.44,1
111.95,17.68,2.542,0.124,0.725,17.95,992.98,0
99.3,49.99,1.159,1.326,0.374,24.82,1016.8,1
83.67,86.45,1.607,2.455,0.289,22.35,995.99,1
85.72,65.43,1.947,2.802,0.959,29.06,999.06,1
55.41,36.31,1.043,0.688,0.21,24.9,1018.75,0
110.52,47.87,0.882,1.738,0.759,15.4,994.66,0
83.35,73.6,1.426,2.413,0.675,20.69,997.63,1
87.48,97.59,0.645,2.257,0.303,33.03,1007.41,1
103.4,90.38,0.853,1.857,0.458,25.23,1019.42,1
32.89,40.82,0.186,0.056,0.143,30.96,1010.74,0
96.85,99.84,0.912,2.172,0.921,23.05,993.43,1
23.43,10.32,0.962,2.32,0.968,28.54,1012.44,0
41.44,12.49,2.885,2.169,0.732,18.38,1002.79,1
40.27,84.15,1.769,2.297,0.849,29.73,1019.77,0
117.42,27.95,2.362,1.293,0.083,30.73,1008.86,0
102.78,15.47,0.136,2.981,0.384,16.8,1005.96,1
84.14,31.34,0.32,2.312,0.331,18.67,1006.72,1
87.25,48.35,2.444,1.736,0.565,24.26,1009.25,1
67.45,75.75,1.871,2.803,0.183,27.75,1011.95,0
113.65,66.19,0.573,2.725,0.563,27.75,992.35,1
59.55,31.39,1.214,2.444,0.654,28.36,993.92,0
45.66,55.29,1.616,1.691,0.132,29.29,999.01,1
19.56,93.36,2.531,1.581,0.132,25.12,1004.34,0
94.34,83.35,0.181,0.986,0.035,26.5,999.33,0
88.13,39.09,1.79,0.753,0.761,15.17,996.42,0
46.12,98.4,2.151,1.537,0.331,18.33,1017.75,1
3.02,73.78,2.934,1.733,0.225,24.97,990.98,0
100.68,15.62,2.421,0.734,0.778,29.91,1018.16,0
1.37,13.16,0.829,2.768,0.143,31.18,1017.22,0
84.44,25.16,2.129,1.672,0.427,29.58,1010.51,0
116.43,75.51,2.29,1.58,0.745,24.73,990.98,1
52.52,26.54,2.189,1.307,0.574,20.63,996.76,1
28.2,56.03,2.46,0.174,0.554,23.89,1019.37,0
84.58,18.39,2.711,2.647,0.157,15.19,1017.18,0
98.06,92.88,0.295,0.951,0.181,26.96,1018.94,1
65.57,40.96,0.314,1.927,0.583,16.49,1019.88,0
116.04,91.73,2.389,1.822,0.024,17.91,991.92,1
6.2,95.04,0.757,1.753,0.869,27.52,1007.13,1
60.58,10.55,0.176,1.577,0.35,15.27,1015.02,0
86.21,51.77,1.204,0.544,0.417,26.47,999.59,1
103.52,12.22,2.46,0.842,0.258,27.77,1003.07,0
21.51,91.78,0.38,1.573,0.877,30.77,998.51,1
96.0,56.66,2.016,2.368,0.643,16.36,991.14,1
66.32,16.74,0.011,1.296,0.45,15.06,992.18,1
47.59,19.92,0.329,0.612,0.585,30.34,990.64,1
15.81,44.52,1.053,0.264,0.38,20.8,1005.82,0
103.84,94.62,0.251,1.989,0.466,32.74,1008.55,1
18.87,72.36,2.538,1.27,0.358,18.7,999.23,1
37.17,88.09,2.592,0.376,0.411,26.71,1014.78,1
34.81,42.98,2.267,2.023,0.315,17.19,1016.64,1
104.57,13.89,0.727,0.623,0.078,23.05,994.19,0
80.72,97.69,1.57,1.527,0.037,32.64,991.56,1
95.6,11.55,0.553,0.919,0.174,27.17,999.58,0
30.06,95.29,0.844,2.795,0.252,28.79,1011.39,1
74.98,43.18,1.548,0.685,0.89,19.52,1005.22,1
68.61,10.91,2.205,1.26,0.611,33.46,1004.64,0
99.94,72.02,0.284,2.878,0.958,27.47,994.57,1
108.73,98.25,0.89,0.956,0.34,17.12,1000.54,1
1.46,96.91,2.78,1.934,0.402,15.31,1018.77,1
80.88,24.48,1.287,0.95,0.72,15.32,1000.22,1
6.22,26.31,2.817,0.332,0.578,16.02,1007.74,0
65.86,60.9,2.974,1.883,0.528,33.23,991.75,1
34.52,67.36,1.58,2.748,0.576,22.17,991.92,1
36.81,76.55,0.864,1.358,0.584,20.96,1002.73,0
42.36,26.29,2.372,1.879,0.766,23.33,1008.12,0
74.56,96.31,0.478,1.827,0.668,23.19,1001.17,1
40.09,67.49,0.756,1.245,0.957,19.77,995.37,1
87.92,86.23,2.355,1.845,0.948,16.84,1012.08,1
48.54,58.61,1.301,0.778,0.422,17.17,994.2,0
8.2,47.28,0.605,1.134,0.036,26.98,1010.04,0
94.05,97.95,1.953,1.327,0.011,22.94,1018.7,1
34.29,62.39,2.198,2.592,0.123,33.05,1004.12,1
51.93,88.02,0.375,1.045,0.075,24.27,996.01,0
82.25,95.8,0.831,1.905,0.373,25.07,1015.26,1
39.89,70.78,0.664,0.64,0.053,33.56,1005.16,0
6.79,59.4,1.14,0.758,0.625,25.03,1017.7,0
44.87,10.32,2.29,1.945,0.19,25.04,1011.62,0
113.33,13.6,2.141,2.287,0.514,22.26,1002.92,0
77.01,28.08,1.988,1.386,0.103,29.21,1008.52,0
80.58,26.74,0.019,1.005,0.828,22.84,995.1,1
75.87,32.93,0.426,2.731,0.78,26.77,1001.62,1
23.88,37.44,0.67,0.407,0.386,23.95,1007.82,0
50.2,42.41,0.816,2.162,0.911,25.57,1007.7,1
90.11,47.85,0.439,2.071,0.186,31.54,1007.62,0
12.16,18.9,1.231,2.071,0.814,23.27,1012.31,0
33.34,13.81,0.226,2.806,0.546,19.6,993.17,0
33.16,70.66,2.25,2.185,0.33,26.41,992.21,0
51.84,58.36,2.363,0.905,0.084,33.75,994.44,0
117.64,49.97,1.723,1.06,0.171,28.86,1013.77,1
8.1,67.1,0.269,1.173,0.863,21.17,991.95,0
62.24,84.49,2.67,0.092,0.607,34.26,996.76,1
21.52,48.49,2.897,2.741,0.237,21.85,997.64,1
116.48,67.7,0.607,0.221,0.496,34.67,1009.42,1
13.6,95.82,2.114,2.099,0.108,18.84,1002.05,0
48.43,85.57,2.526,2.19,0.099,34.99,995.97,1
88.55,48.34,1.62,2.531,0.908,16.52,1003.49,1
84.55,68.02,0.97,1.66,0.458,29.26,1010.56,1
50.73,25.94,1.436,2.176,0.362,29.81,1013.58,0
41.58,60.45,1.537,0.908,0.949,28.59,993.72,1
47.71,98.32,1.202,2.237,0.399,30.55,1011.44,1
31.71,56.65,2.79,1.03,0.336,24.44,990.14,0
24.64,93.49,2.232,2.709,0.273,16.08,1011.73,0
57.96,46.66,0.724,0.49,0.565,22.16,1009.83,0
32.22,99.9,1.757,0.947,0.558,27.85,1004.06,1
34.5,62.13,2.066,1.496,0.016,27.92,994.11,0
78.81,13.8,0.42,2.328,0.654,18.9,1012.94,1
116.22,62.81,1.075,2.246,0.788,20.06,992.15,1
72.44,34.71,2.717,0.632,0.616,24.73,1016.87,0
9.24,12.92,1.702,0.433,0.87,29.57,1013.2,0
9.07,83.88,0.651,0.912,0.276,32.06,1012.23,0
114.17,34.82,0.368,1.451,0.192,16.73,1012.63,1
35.67,81.69,1.555,1.617,0.697,33.51,992.03,1
11.05,35.94,1.643,1.287,0.189,33.55,1019.7,0
71.89,27.49,1.003,1.989,0.091,15.16,1015.76,0
74.84,97.65,1.891,1.283,0.097,25.13,1005.24,1
77.82,42.55,0.206,2.839,0.768,26.74,1011.58,1
32.09,64.12,0.435,0.783,0.029,26.07,1012.18,0
1.81,64.9,1.639,1.882,0.289,27.32,1014.89,0
115.8,60.44,0.185,1.834,0.129,25.07,997.66,1
30.11,92.32,2.643,0.845,0.755,20.88,1001.16,1
81.12,70.7,0.426,1.235,0.503,16.91,1013.99,1
84.8,46.34,2.022,1.096,0.205,19.17,1013.07,0
73.2,87.61,1.174,0.517,0.75,29.81,1005.68,1
37.55,26.3,1.199,1.432,0.75,19.82,1001.89,0
32.53,58.98,2.295,1.16,0.523,31.59,1019.05,1
71.72,95.55,1.498,0.535,0.276,23.07,1002.45,1
103.93,66.29,2.177,1.35,0.586,23.29,1012.92,1
113.61,83.53,1.516,1.266,0.934,32.37,1002.38,1
12.71,68.82,1.779,0.394,0.052,19.29,999.3,0
18.58,85.54,2.282,0.394,0.267,18.79,1009.23,0
113.37,95.0,1.822,1.943,0.285,34.71,1014.23,0
88.38,34.56,1.847,2.12,0.632,25.81,1019.44,0
105.96,25.27,2.368,2.824,0.651,18.81,994.47,1
24.32,53.56,2.847,0.261,0.206,18.32,1016.28,0
70.51,73.17,1.13,0.354,0.216,32.23,1005.72,0
84.14,30.45,1.731,0.155,0.928,27.0,993.23,1
81.61,10.37,0.259,1.597,0.756,17.3,1013.83,0
48.98,40.86,1.076,1.868,0.934,32.74,999.95,1
1.85,97.2,1.236,1.211,0.83,23.88,1016.05,0
69.95,72.55,2.506,2.394,0.402,34.79,994.73,1
30.37,46.12,1.54,2.06,0.122,20.64,1011.33,1
54.03,27.33,2.193,2.958,0.63,25.58,999.02,0
114.91,42.05,0.057,0.414,0.352,18.46,997.72,0
47.88,25.29,1.393,0.175,0.425,23.79,991.51,0
100.78,19.57,2.704,0.824,0.426,18.53,1004.46,0
22.62,91.61,0.673,0.057,0.937,21.14,1001.75,1
80.7,99.79,0.095,2.798,0.069,20.4,991.85,1
117.24,24.77,1.3,0.912,0.193,20.66,996.8,0
12.23,14.91,2.113,1.657,0.608,34.4,1004.62,0
1.0,39.68,1.363,0.954,0.884,15.77,1014.25,0
52.03,51.55,1.38,0.737,0.918,24.94,1017.88,1
11.12,28.43,2.009,0.457,0.559,27.58,1005.46,0
89.81,37.13,0.763,0.961,0.035,28.22,1002.1,1
109.75,28.08,2.256,1.846,0.363,30.09,1018.64,0
